"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"BANSWRAS","Banswara Syntex Limited","EQ"," Annual General Meeting/Dividend Re 1 Per Share","5","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"IGL","Indraprastha Gas Limited","EQ"," Annual General Meeting/Dividend Rs 2 Per Share","2","14-Sep-2018","-","18-Sep-2018","26-Sep-2018"
"FACT","Fertilizers and Chemicals Travancore Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","25-Sep-2018"
"ORIENTALTL","Oriental Trimex Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"ORIENTBELL","Orient Bell Limited","EQ"," Annual General Meeting/Dividend Re 0.50 Per Share","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"AJMERA","Ajmera Realty & Infra India Limited","EQ"," Annual General Meeting/Dividend Rs 3.30 Per Share","10","14-Sep-2018","-","18-Sep-2018","21-Sep-2018"
"ATNINTER","ATN International Limited","EQ"," Annual General Meeting","4","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"PITTIENG","Pitti Engineering Limited","EQ"," Annual General Meeting","5","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"RKDL","Ravi Kumar Distilleries Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"SHREEPUSHK","Shree Pushkar Chemicals & Fertilisers Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","25-Sep-2018"
"AYMSYNTEX","AYM Syntex Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","20-Sep-2018"
"IZMO","IZMO Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","EQ"," Annual General Meeting/Dividend Re 0.5 Per Share","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"PALASHSECU","Palash Securities Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"GANGESSECU","Ganges Securities Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","25-Sep-2018"
"REMSONSIND","Remsons Industries Limited","EQ"," Annual General Meeting/Dividend Re 1.30 Per Share","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"SHYAMTEL","Shyam Telecom Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"ANIKINDS","Anik Industries Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","25-Sep-2018"
"CEREBRAINT","Cerebra Integrated Technologies Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","18-Sep-2018"
"BASML","Bannari Amman Spinning Mills Limited","EQ"," Annual General Meeting/Dividend Rs 1.60 Per Share","5","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"BALPHARMA","Bal Pharma Limited","EQ"," Annual General Meeting/Dividend Re 1 Per Share","10","14-Sep-2018","-","18-Sep-2018","22-Sep-2018"
"KOTHARIPRO","Kothari Products Limited","EQ"," Annual General Meeting/Dividend- Rs 1.50 Per Share","10","14-Sep-2018","-","18-Sep-2018","25-Sep-2018"
"NIPPOBATRY","Indo-National Limited","EQ"," Annual General Meeting/Dividend Rs 20 Per Share","5","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"GULFOILLUB","Gulf Oil Lubricants India Limited","EQ"," Dividend Rs 6.50 Per Share","2","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"PGIL","Pearl Global Industries Limited","EQ"," Annual General Meeting/Dividend Rs 2 Per Share","5","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"REMSONSIND","Remsons Industries Limited","EQ"," Annual General Meeting/Dividend Re 1.30 Per Share","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"VISHNU","Vishnu Chemicals Limited","EQ"," Annual General Meeting/Dividend Re 1 Per Share","2","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"HTMEDIA","HT Media Limited","EQ"," Annual General Meeting/Dividend- Re0.40 Per Share","2","14-Sep-2018","-","18-Sep-2018","25-Sep-2018"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","EQ"," Annual General Meeting/Dividend Re 0.5 Per Share","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"SHIVAMILLS","Shiva Mills Limited","EQ"," Annual General Meeting/Dividend Rs 1.40 Per Share","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"SHIVATEX","Shiva Texyarn Limited","EQ"," Dividend Rs 1.60 Per Share","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"ARCHIDPLY","Archidply Industries Limited","EQ"," Annual General Meeting","10","14-Sep-2018","-","18-Sep-2018","24-Sep-2018"
"ESSARSHPNG","Essar Shipping Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"SJVN","SJVN Limited","EQ"," Annual General Meeting/Dividend Re 0.20 Per Share","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"EMCO","Emco Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"RECLTD","REC Limited","EQ"," Dividend Rs 1.75 Per Share","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"HIGHGROUND","High Ground Enterprise Limited","EQ"," Annual General Meeting/Dividend Re 0.10 Per Share","1","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"TIPSINDLTD","TIPS Industries Limited","EQ"," Annual General Meeting/Dividend- Re 1 Per Share","1","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"BEDMUTHA","Bedmutha Industries Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"LTFOODS","LT Foods Limited","EQ"," Annual General Meeting/Dividend Re 0.15 Per Share (Purpose Revised)","1","17-Sep-2018","-","19-Sep-2018","24-Sep-2018"
"SEMAC","SEMAC CONSULTANTS LIMITED","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"GLOBUSSPR","Globus Spirits Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"MAXINDIA","Max India Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"MAXVIL","Max Ventures and Industries Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"MIRZAINT","Mirza International Limited","EQ"," Annual General Meeting/Dividend Re 0.90 Per Share","2","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"HINDMOTORS","Hindustan Motors Limited","EQ"," Annual General Meeting","5","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"SUNPHARMA","Sun Pharmaceutical Industries Limited","EQ"," Annual General Meeting/Dividend Rs 2 Per Share","1","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"ALCHEM","Alchemist Limited","EQ"," Annual General Meeting (Date Revised)","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"BAGFILMS","B.A.G Films and Media Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"FCSSOFT","FCS Software Solutions Limited","EQ"," Annual General Meeting","1","17-Sep-2018","-","19-Sep-2018","20-Sep-2018"
"SABEVENTS","Sab Events & Governance Now Media Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"SABTN","Sri Adhikari Brothers Television Network Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"SIMPLEXINF","Simplex Infrastructures Limited","EQ"," Dividend Re 0.50 Per Share","2","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"TVVISION","TV Vision Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"BALLARPUR","Ballarpur Industries Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"EON","Eon Electric Limited","EQ"," Annual General Meeting","5","17-Sep-2018","-","19-Sep-2018","28-Sep-2018"
"PURVA","Puravankara Limited","EQ"," Annual General Meeting/Dividend Rs 1.60 Per Share","5","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"BHAGYANGR","Bhagyanagar India Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","24-Sep-2018"
"GODFRYPHLP","Godfrey Phillips India Limited","EQ"," Annual General Meeting/Dividend- Rs 8 Per Share","2","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"KAMATHOTEL","Kamat Hotels (I) Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"MFSL","Max Financial Services Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"REPCOHOME","Repco Home Finance Limited","EQ"," Dividend- Rs 2.20 Per Share","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"SURANASOL","Surana Solar Limited","EQ"," Annual General Meeting","5","17-Sep-2018","-","19-Sep-2018","24-Sep-2018"
"SURANAT&P","Surana Telecom and Power Limited","EQ"," Annual General Meeting","1","17-Sep-2018","-","19-Sep-2018","24-Sep-2018"
"CAREERP","Career Point Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"EUROTEXIND","Eurotex Industries and Exports Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","29-Sep-2018"
"ORISSAMINE","The Orissa Minerals Development Company Limited","EQ"," Annual General Meeting","1","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"ZENITHEXPO","Zenith Exports Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"JAICORPLTD","Jai Corp Limited","EQ"," Annual General Meeting/Dividend Re 0.50 Per Share","1","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"JINDRILL","Jindal Drilling And Industries Limited","EQ"," Dividend Re 0.50 Per Share","5","17-Sep-2018","-","19-Sep-2018","20-Sep-2018"
"KSCL","Kaveri Seed Company Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","21-Sep-2018"
"STCINDIA","The State Trading Corporation of India Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"STINDIA","STI India Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"WINSOME","Winsome Yarns Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","20-Sep-2018"
"LASA","Lasa Supergenerics Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"MAHSEAMLES","Maharashtra Seamless Limited","EQ"," Dividend Rs 6 Per Share","5","17-Sep-2018","-","19-Sep-2018","20-Sep-2018"
"SCHAND","S Chand And Company Limited","EQ"," Annual General Meeting/Dividend Rs 1.50 Per Share","5","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"DEEPENR","DEEP ENERGY RESOURCES LIMITED","EQ"," Annual General Meeting/Dividend- Rs 1.50 Per Share","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"MANGALAM","Mangalam Drugs And Organics Limited","EQ"," Annual General Meeting","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"GTPL","GTPL Hathway Limited","EQ"," Annual General Meeting/Dividend- Re 1 Per Share","10","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"NCLIND","NCL Industries Limited","EQ"," Annual General Meeting/Dividend Rs 1.50 Per Share","10","17-Sep-2018","-","19-Sep-2018","25-Sep-2018"
"PRIMESECU","Prime Securities Limited","EQ"," Annual General Meeting","5","17-Sep-2018","-","19-Sep-2018","24-Sep-2018"
"BHAGYAPROP","Bhagyanagar Properties Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","24-Sep-2018"
"VIPCLOTHNG","VIP Clothing Limited","EQ"," Annual General Meeting","2","17-Sep-2018","-","19-Sep-2018","26-Sep-2018"
"TIJARIA","Tijaria Polypipes Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","26-Sep-2018"
"TIMESGTY","Times Guaranty Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","26-Sep-2018"
"XCHANGING","Xchanging Solutions Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","26-Sep-2018"
"63MOONS","63 moons technologies limited","EQ"," Annual General Meeting/Dividend- Rs 2 Per Share","2","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"ARCOTECH","Arcotech Limited","EQ"," Annual General Meeting","2","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"ARROWTEX","Arrow Textiles Limited","EQ"," Annual General Meeting/Dividend Rs 1.50 Per Share","10","18-Sep-2018","-","20-Sep-2018","27-Sep-2018"
"EDL","Empee Distilleries Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","26-Sep-2018"
"DIGJAMLTD","Digjam Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"KMSUGAR","K.M.Sugar Mills Limited","EQ"," Annual General Meeting","2","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"KTIL","Kesar Terminals & Infrastructure Limited","EQ"," Annual General Meeting/Dividend Re 1 Per Share","5","18-Sep-2018","-","20-Sep-2018","27-Sep-2018"
"LOVABLE","Lovable Lingerie Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","23-Sep-2018"
"MANAKSIA","Manaksia Limited","EQ"," Annual General Meeting","2","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"COMPINFO","Compuage Infocom Limited","EQ"," Annual General Meeting/Dividend- Re 0.40 Per Share","2","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"MANAKALUCO","Manaksia Aluminium Company Limited","EQ"," Annual General Meeting","1","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"MANAKCOAT","Manaksia Coated Metals & Industries Limited","EQ"," Annual General Meeting","1","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"PSPPROJECT","PSP Projects Limited","EQ"," Annual General Meeting/Dividend Rs 5 Per Share","10","18-Sep-2018","-","20-Sep-2018","20-Sep-2018"
"RELAXO","Relaxo Footwears Limited","EQ"," Annual General Meeting/Dividend Rs 1.50 Per Share","1","18-Sep-2018","-","21-Sep-2018","26-Sep-2018"
"ORICONENT","Oricon Enterprises Limited","EQ"," Annual General Meeting/Dividend Re 0.50 Per Share","2","18-Sep-2018","-","20-Sep-2018","29-Sep-2018"
"MELSTAR","Melstar Information Technologies Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"PRAENG","Prajay Engineers Syndicate Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","29-Sep-2018"
"TDPOWERSYS","TD Power Systems Limited","EQ"," Annual General Meeting/Dividend Rs 1.8 Per Share","2","18-Sep-2018","-","21-Sep-2018","26-Sep-2018"
"HUBTOWN","Hubtown Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","27-Sep-2018"
"HEXATRADEX","Hexa Tradex Limited","EQ"," Annual General Meeting","2","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"JAGSNPHARM","Jagsonpal Pharmaceuticals Limited","EQ"," Annual General Meeting/Dividend Re 0.10 Per Share","5","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"KILITCH","Kilitch Drugs (India) Limited","EQ"," Annual General Meeting/Dividend Re 0.50 Per Share","10","18-Sep-2018","-","20-Sep-2018","27-Sep-2018"
"GOKULAGRO","Gokul Agro Resources Limited","EQ"," Annual General Meeting","2","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"AUTORIDFIN","Autoriders Finance Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","28-Sep-2018"
"KRIDHANINF","Kridhan Infra Limited","EQ"," Annual General Meeting/Dividend Re 0.20 Per Share","2","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"LPDC","Landmark Property Development Company Limited","EQ"," Annual General Meeting","1","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"MONTECARLO","Monte Carlo Fashions Limited","EQ"," Annual General Meeting/Dividend Rs 12 Per Share","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"NRAIL","N R Agarwal Industries Limited","EQ"," Annual General Meeting/Dividend Rs 3 Per Share","10","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"RCF","Rashtriya Chemicals and Fertilizers Limited","EQ"," Annual General Meeting/Dividend Re 0.60 Per Share","10","18-Sep-2018","-","20-Sep-2018","26-Sep-2018"
"SHIRPUR-G","Shirpur Gold Refinery Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"OSWALGREEN","Oswal Greentech Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"CYBERMEDIA","Cyber Media (India) Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","25-Sep-2018"
"DBREALTY","Valor Estate Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","29-Sep-2018"
"DENORA","De Nora India Limited","EQ"," Dividend Re 1 Per Share","10","18-Sep-2018","-","20-Sep-2018","26-Sep-2018"
"SHAH","Shah Metacorp Limited","EQ"," Annual General Meeting","1","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"SUBCAPCITY","International Constructions Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"CARERATING","CARE Ratings Limited","EQ"," Annual General Meeting/ Final Dividend-Rs 12 Per Share/ Special Dividend- Rs 25 Per Share","10","18-Sep-2018","-","20-Sep-2018","24-Sep-2018"
"PALREDTEC","Palred Technologies Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"RENUKA","Shree Renuka Sugars Limited","EQ"," Annual General Meeting","1","18-Sep-2018","-","21-Sep-2018","29-Sep-2018"
"PATSPINLTD","Patspin India Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","26-Sep-2018"
"PUNJLLOYD","Punj Lloyd Limited","EQ"," Annual General Meeting","2","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"SANDESH","The Sandesh Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"SHARDAMOTR","Sharda Motor Industries Limited","EQ"," Annual General Meeting/Dividend Rs 6.25 Per Share","2","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"SOLARA","Solara Active Pharma Sciences Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","28-Sep-2018"
"SPLIL","SPL Industries Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","29-Sep-2018"
"TEXMOPIPES","Texmo Pipes and Products Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","25-Sep-2018"
"PATINTLOG","Patel Integrated Logistics Limited","EQ"," Annual General Meeting/Dividend Re 0.75 Per Share","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"ANKITMETAL","Ankit Metal & Power Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","27-Sep-2018"
"GALLISPAT","Gallantt Ispat Limited","EQ"," Annual General Meeting/Dividend Re 0.05 Per Share","1","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"INDOSTAR","IndoStar Capital Finance Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"TVSSRICHAK","TVS Srichakra Limited","EQ"," Annual General Meeting/Dividend Rs 40 Per Share","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"BDL","Bharat Dynamics Limited","EQ"," Annual General Meeting/Dividend Rs 7.29 Per Share","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"BLUECHIP","Blue Chip India Limited","EQ"," Annual General Meeting","2","18-Sep-2018","-","20-Sep-2018","26-Sep-2018"
"DHARSUGAR","Dharani Sugars & Chemicals Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","26-Sep-2018"
"ENIL","Entertainment Network (India) Limited","EQ"," Annual General Meeting/Dividend Re 1 Per Share","10","18-Sep-2018","-","20-Sep-2018","26-Sep-2018"
"KIRIINDUS","Kiri Industries Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"MOTOGENFIN","The Motor & General Finance Limited","EQ"," Annual General Meeting","5","18-Sep-2018","-","20-Sep-2018","27-Sep-2018"
"PENIND","Pennar Industries Limited","EQ"," Annual General Meeting","5","18-Sep-2018","-","20-Sep-2018","21-Sep-2018"
"PENPEBS","Pennar Engineered Building Systems Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","20-Sep-2018","21-Sep-2018"
"PREMEXPLN","Premier Explosives Limited","EQ"," Annual General Meeting/Dividend Rs 2.50 Per Share","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"SHAKTIPUMP","Shakti Pumps (India) Limited","EQ"," Annual General Meeting/Dividend Rs 3.70 Per Share","10","18-Sep-2018","-","20-Sep-2018","27-Sep-2018"
"SIMBHALS","Simbhaoli Sugars Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","EQ"," Annual General Meeting","1","18-Sep-2018","-","21-Sep-2018","28-Sep-2018"
"SUNDARAM","Sundaram Multi Pap Limited","EQ"," Annual General Meeting","1","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"JUBLFOOD","Jubilant Foodworks Limited","EQ"," Annual General Meeting/Dividend- Rs 2.50 Per Share","2","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
"OSWALAGRO","Oswal Agro Mills Limited","EQ"," Annual General Meeting","10","18-Sep-2018","-","21-Sep-2018","27-Sep-2018"
